Артист,Название,URL
Hi-Fi,Время не властно (Radio Version),https://rus.hitmotop.com/search?q=Hi-Fi%20%D0%92%D1%80%D0%B5%D0%BC%D1%8F%20%D0%BD%D0%B5%20%D0%B2%D0%BB%D0%B0%D1%81%D1%82%D0%BD%D0%BE%20%28Radio%20Version%29
Hi-Fi,Пионер,https://rus.hitmotop.com/search?q=Hi-Fi%20%D0%9F%D0%B8%D0%BE%D0%BD%D0%B5%D1%80
Hi-Fi,Sedmoj lepestok (Седьмой лепесток),https://rus.hitmotop.com/search?q=Hi-Fi%20Sedmoj%20lepestok%20%28%D0%A1%D0%B5%D0%B4%D1%8C%D0%BC%D0%BE%D0%B8%CC%86%20%D0%BB%D0%B5%D0%BF%D0%B5%D1%81%D1%82%D0%BE%D0%BA%29
Hi-Fi,Средняя школа № 7 - А мы любили,https://rus.hitmotop.com/search?q=Hi-Fi%20%D0%A1%D1%80%D0%B5%D0%B4%D0%BD%D1%8F%D1%8F%20%D1%88%D0%BA%D0%BE%D0%BB%D0%B0%20%E2%84%96%207%20-%20%D0%90%20%D0%BC%D1%8B%20%D0%BB%D1%8E%D0%B1%D0%B8%D0%BB%D0%B8
Hi-Fi,Дом,https://rus.hitmotop.com/search?q=Hi-Fi%20%D0%94%D0%BE%D0%BC
Hi-Fi,Я люблю,https://rus.hitmotop.com/search?q=Hi-Fi%20%D0%AF%20%D0%BB%D1%8E%D0%B1%D0%BB%D1%8E
Hi-Fi,По следам,https://rus.hitmotop.com/search?q=Hi-Fi%20%D0%9F%D0%BE%20%D1%81%D0%BB%D0%B5%D0%B4%D0%B0%D0%BC
Hi-Fi,Loczki,https://rus.hitmotop.com/search?q=Hi-Fi%20Loczki
Hi-Fi,Нить (remix),https://rus.hitmotop.com/search?q=Hi-Fi%20%D0%9D%D0%B8%D1%82%D1%8C%20%28remix%29
Hi-Fi,Все в огонь,https://rus.hitmotop.com/search?q=Hi-Fi%20%D0%92%D1%81%D0%B5%20%D0%B2%20%D0%BE%D0%B3%D0%BE%D0%BD%D1%8C
Hi-Fi,Брат,https://rus.hitmotop.com/search?q=Hi-Fi%20%D0%91%D1%80%D0%B0%D1%82
Hi-Fi,Он (Запоминай),https://rus.hitmotop.com/search?q=Hi-Fi%20%D0%9E%D0%BD%20%28%D0%97%D0%B0%D0%BF%D0%BE%D0%BC%D0%B8%D0%BD%D0%B0%D0%B9%29
Hi-Fi,Za mnoj (За мной),https://rus.hitmotop.com/search?q=Hi-Fi%20Za%20mnoj%20%28%D0%97%D0%B0%20%D0%BC%D0%BD%D0%BE%D0%B8%CC%86%29
Hi-Fi,Glupie ludi (Глупые люди),https://rus.hitmotop.com/search?q=Hi-Fi%20Glupie%20ludi%20%28%D0%93%D0%BB%D1%83%D0%BF%D1%8B%D0%B5%20%D0%BB%D1%8E%D0%B4%D0%B8%29
Hi-Fi,Bombej (Бомбей),https://rus.hitmotop.com/search?q=Hi-Fi%20Bombej%20%28%D0%91%D0%BE%D0%BC%D0%B1%D0%B5%D0%B8%CC%86%29
Отпетые Мошенники,Девушки (Девушки бывают разные),https://rus.hitmotop.com/search?q=%D0%9E%D1%82%D0%BF%D0%B5%D1%82%D1%8B%D0%B5%20%D0%9C%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%94%D0%B5%D0%B2%D1%83%D1%88%D0%BA%D0%B8%20%28%D0%94%D0%B5%D0%B2%D1%83%D1%88%D0%BA%D0%B8%20%D0%B1%D1%8B%D0%B2%D0%B0%D1%8E%D1%82%20%D1%80%D0%B0%D0%B7%D0%BD%D1%8B%D0%B5%29
Отпетые Мошенники,Обратите внимание,https://rus.hitmotop.com/search?q=%D0%9E%D1%82%D0%BF%D0%B5%D1%82%D1%8B%D0%B5%20%D0%9C%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%9E%D0%B1%D1%80%D0%B0%D1%82%D0%B8%D1%82%D0%B5%20%D0%B2%D0%BD%D0%B8%D0%BC%D0%B0%D0%BD%D0%B8%D0%B5
Отпетые Мошенники,А у реки,https://rus.hitmotop.com/search?q=%D0%9E%D1%82%D0%BF%D0%B5%D1%82%D1%8B%D0%B5%20%D0%9C%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%90%20%D1%83%20%D1%80%D0%B5%D0%BA%D0%B8
Отпетые Мошенники,Моя звезда,https://rus.hitmotop.com/search?q=%D0%9E%D1%82%D0%BF%D0%B5%D1%82%D1%8B%D0%B5%20%D0%9C%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%9C%D0%BE%D1%8F%20%D0%B7%D0%B2%D0%B5%D0%B7%D0%B4%D0%B0
Отпетые Мошенники,Лето это…,https://rus.hitmotop.com/search?q=%D0%9E%D1%82%D0%BF%D0%B5%D1%82%D1%8B%D0%B5%20%D0%9C%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%9B%D0%B5%D1%82%D0%BE%20%D1%8D%D1%82%D0%BE%E2%80%A6
Отпетые Мошенники,Насосы,https://rus.hitmotop.com/search?q=%D0%9E%D1%82%D0%BF%D0%B5%D1%82%D1%8B%D0%B5%20%D0%9C%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%9D%D0%B0%D1%81%D0%BE%D1%81%D1%8B
Отпетые Мошенники,Не говори мне ничего,https://rus.hitmotop.com/search?q=%D0%9E%D1%82%D0%BF%D0%B5%D1%82%D1%8B%D0%B5%20%D0%9C%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%9D%D0%B5%20%D0%B3%D0%BE%D0%B2%D0%BE%D1%80%D0%B8%20%D0%BC%D0%BD%D0%B5%20%D0%BD%D0%B8%D1%87%D0%B5%D0%B3%D0%BE
Отпетые Мошенники,Уеду-еду,https://rus.hitmotop.com/search?q=%D0%9E%D1%82%D0%BF%D0%B5%D1%82%D1%8B%D0%B5%20%D0%9C%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%A3%D0%B5%D0%B4%D1%83-%D0%B5%D0%B4%D1%83
Отпетые мошенники,Затусована-замиксована,https://rus.hitmotop.com/search?q=%D0%9E%D1%82%D0%BF%D0%B5%D1%82%D1%8B%D0%B5%20%D0%BC%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%97%D0%B0%D1%82%D1%83%D1%81%D0%BE%D0%B2%D0%B0%D0%BD%D0%B0-%D0%B7%D0%B0%D0%BC%D0%B8%D0%BA%D1%81%D0%BE%D0%B2%D0%B0%D0%BD%D0%B0
Отпетые мошенники,Пять часов утра (Remix),https://rus.hitmotop.com/search?q=%D0%9E%D1%82%D0%BF%D0%B5%D1%82%D1%8B%D0%B5%20%D0%BC%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%9F%D1%8F%D1%82%D1%8C%20%D1%87%D0%B0%D1%81%D0%BE%D0%B2%20%D1%83%D1%82%D1%80%D0%B0%20%28Remix%29
Отпетые мошенники,Прогноз погоды,https://rus.hitmotop.com/search?q=%D0%9E%D1%82%D0%BF%D0%B5%D1%82%D1%8B%D0%B5%20%D0%BC%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%9F%D1%80%D0%BE%D0%B3%D0%BD%D0%BE%D0%B7%20%D0%BF%D0%BE%D0%B3%D0%BE%D0%B4%D1%8B
Отпетые мошенники,Всяко-разно,https://rus.hitmotop.com/search?q=%D0%9E%D1%82%D0%BF%D0%B5%D1%82%D1%8B%D0%B5%20%D0%BC%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%92%D1%81%D1%8F%D0%BA%D0%BE-%D1%80%D0%B0%D0%B7%D0%BD%D0%BE
Отпетые мошенники,Я не люблю тебя,https://rus.hitmotop.com/search?q=%D0%9E%D1%82%D0%BF%D0%B5%D1%82%D1%8B%D0%B5%20%D0%BC%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%AF%20%D0%BD%D0%B5%20%D0%BB%D1%8E%D0%B1%D0%BB%D1%8E%20%D1%82%D0%B5%D0%B1%D1%8F
Отпетые мошенники,Пять часов утра,https://rus.hitmotop.com/search?q=%D0%9E%D1%82%D0%BF%D0%B5%D1%82%D1%8B%D0%B5%20%D0%BC%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%9F%D1%8F%D1%82%D1%8C%20%D1%87%D0%B0%D1%81%D0%BE%D0%B2%20%D1%83%D1%82%D1%80%D0%B0
Отпетые мошенники,Ди-джей парад,https://rus.hitmotop.com/search?q=%D0%9E%D1%82%D0%BF%D0%B5%D1%82%D1%8B%D0%B5%20%D0%BC%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%94%D0%B8-%D0%B4%D0%B6%D0%B5%D0%B9%20%D0%BF%D0%B0%D1%80%D0%B0%D0%B4
Отпетые мошенники,У этого парня,https://rus.hitmotop.com/search?q=%D0%9E%D1%82%D0%BF%D0%B5%D1%82%D1%8B%D0%B5%20%D0%BC%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%A3%20%D1%8D%D1%82%D0%BE%D0%B3%D0%BE%20%D0%BF%D0%B0%D1%80%D0%BD%D1%8F
Отпетые мошенники,House Music,https://rus.hitmotop.com/search?q=%D0%9E%D1%82%D0%BF%D0%B5%D1%82%D1%8B%D0%B5%20%D0%BC%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8%20House%20Music
Отпетые мошенники,Мани-мани,https://rus.hitmotop.com/search?q=%D0%9E%D1%82%D0%BF%D0%B5%D1%82%D1%8B%D0%B5%20%D0%BC%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%9C%D0%B0%D0%BD%D0%B8-%D0%BC%D0%B0%D0%BD%D0%B8
Отпетые мошенники,Хочется,https://rus.hitmotop.com/search?q=%D0%9E%D1%82%D0%BF%D0%B5%D1%82%D1%8B%D0%B5%20%D0%BC%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%A5%D0%BE%D1%87%D0%B5%D1%82%D1%81%D1%8F
Отпетые мошенники,День будет хорошим,https://rus.hitmotop.com/search?q=%D0%9E%D1%82%D0%BF%D0%B5%D1%82%D1%8B%D0%B5%20%D0%BC%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%94%D0%B5%D0%BD%D1%8C%20%D0%B1%D1%83%D0%B4%D0%B5%D1%82%20%D1%85%D0%BE%D1%80%D0%BE%D1%88%D0%B8%D0%BC
Отпетые мошенники,Девушки (Девушки бывают разные) (Electro Mix),https://rus.hitmotop.com/search?q=%D0%9E%D1%82%D0%BF%D0%B5%D1%82%D1%8B%D0%B5%20%D0%BC%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%94%D0%B5%D0%B2%D1%83%D1%88%D0%BA%D0%B8%20%28%D0%94%D0%B5%D0%B2%D1%83%D1%88%D0%BA%D0%B8%20%D0%B1%D1%8B%D0%B2%D0%B0%D1%8E%D1%82%20%D1%80%D0%B0%D0%B7%D0%BD%D1%8B%D0%B5%29%20%28Electro%20Mix%29
Отпетые мошенники,А на утро,https://rus.hitmotop.com/search?q=%D0%9E%D1%82%D0%BF%D0%B5%D1%82%D1%8B%D0%B5%20%D0%BC%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%90%20%D0%BD%D0%B0%20%D1%83%D1%82%D1%80%D0%BE
Отпетые мошенники,Останови его,https://rus.hitmotop.com/search?q=%D0%9E%D1%82%D0%BF%D0%B5%D1%82%D1%8B%D0%B5%20%D0%BC%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%9E%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%20%D0%B5%D0%B3%D0%BE
Отпетые мошенники,Дай на пиво,https://rus.hitmotop.com/search?q=%D0%9E%D1%82%D0%BF%D0%B5%D1%82%D1%8B%D0%B5%20%D0%BC%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%94%D0%B0%D0%B9%20%D0%BD%D0%B0%20%D0%BF%D0%B8%D0%B2%D0%BE
Отпетые мошенники,Мани-мани (DJ Сканер Remix),https://rus.hitmotop.com/search?q=%D0%9E%D1%82%D0%BF%D0%B5%D1%82%D1%8B%D0%B5%20%D0%BC%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%9C%D0%B0%D0%BD%D0%B8-%D0%BC%D0%B0%D0%BD%D0%B8%20%28DJ%20%D0%A1%D0%BA%D0%B0%D0%BD%D0%B5%D1%80%20Remix%29
Отпетые мошенники,Таракан,https://rus.hitmotop.com/search?q=%D0%9E%D1%82%D0%BF%D0%B5%D1%82%D1%8B%D0%B5%20%D0%BC%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%A2%D0%B0%D1%80%D0%B0%D0%BA%D0%B0%D0%BD
Отпетые мошенники,Новогоднее обращение к народу,https://rus.hitmotop.com/search?q=%D0%9E%D1%82%D0%BF%D0%B5%D1%82%D1%8B%D0%B5%20%D0%BC%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%9D%D0%BE%D0%B2%D0%BE%D0%B3%D0%BE%D0%B4%D0%BD%D0%B5%D0%B5%20%D0%BE%D0%B1%D1%80%D0%B0%D1%89%D0%B5%D0%BD%D0%B8%D0%B5%20%D0%BA%20%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D1%83
Отпетые мошенники,Граница (Легкомысленная версия),https://rus.hitmotop.com/search?q=%D0%9E%D1%82%D0%BF%D0%B5%D1%82%D1%8B%D0%B5%20%D0%BC%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%93%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0%20%28%D0%9B%D0%B5%D0%B3%D0%BA%D0%BE%D0%BC%D1%8B%D1%81%D0%BB%D0%B5%D0%BD%D0%BD%D0%B0%D1%8F%20%D0%B2%D0%B5%D1%80%D1%81%D0%B8%D1%8F%29
Отпетые мошенники,А наутро,https://rus.hitmotop.com/search?q=%D0%9E%D1%82%D0%BF%D0%B5%D1%82%D1%8B%D0%B5%20%D0%BC%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%90%20%D0%BD%D0%B0%D1%83%D1%82%D1%80%D0%BE
Отпетые Мошенники,Люби Меня Люби,https://rus.hitmotop.com/search?q=%D0%9E%D1%82%D0%BF%D0%B5%D1%82%D1%8B%D0%B5%20%D0%9C%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%9B%D1%8E%D0%B1%D0%B8%20%D0%9C%D0%B5%D0%BD%D1%8F%20%D0%9B%D1%8E%D0%B1%D0%B8
Отпетые мошенники,"Люби меня, люби",https://rus.hitmotop.com/search?q=%D0%9E%D1%82%D0%BF%D0%B5%D1%82%D1%8B%D0%B5%20%D0%BC%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%9B%D1%8E%D0%B1%D0%B8%20%D0%BC%D0%B5%D0%BD%D1%8F%2C%20%D0%BB%D1%8E%D0%B1%D0%B8
Отпетые Мошенники,Обратите внимание  [Musicchildhood Edition],https://rus.hitmotop.com/search?q=%D0%9E%D1%82%D0%BF%D0%B5%D1%82%D1%8B%D0%B5%20%D0%9C%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%9E%D0%B1%D1%80%D0%B0%D1%82%D0%B8%D1%82%D0%B5%20%D0%B2%D0%BD%D0%B8%D0%BC%D0%B0%D0%BD%D0%B8%D0%B5%20%20%5BMusicchildhood%20Edition%5D
Отпетые мошенники,"Отпетые мошенники - Люби меня, люби",https://rus.hitmotop.com/search?q=%D0%9E%D1%82%D0%BF%D0%B5%D1%82%D1%8B%D0%B5%20%D0%BC%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%9E%D1%82%D0%BF%D0%B5%D1%82%D1%8B%D0%B5%20%D0%BC%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8%20-%20%D0%9B%D1%8E%D0%B1%D0%B8%20%D0%BC%D0%B5%D0%BD%D1%8F%2C%20%D0%BB%D1%8E%D0%B1%D0%B8
Отпетые мошенники,Девушки,https://rus.hitmotop.com/search?q=%D0%9E%D1%82%D0%BF%D0%B5%D1%82%D1%8B%D0%B5%20%D0%BC%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA%D0%B8%20%D0%94%D0%B5%D0%B2%D1%83%D1%88%D0%BA%D0%B8
Дискотека Авария,Новогодняя,https://rus.hitmotop.com/search?q=%D0%94%D0%B8%D1%81%D0%BA%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%90%D0%B2%D0%B0%D1%80%D0%B8%D1%8F%20%D0%9D%D0%BE%D0%B2%D0%BE%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F%D1%8F
Дискотека Авария,Новогодняя (Remastered 2012),https://rus.hitmotop.com/search?q=%D0%94%D0%B8%D1%81%D0%BA%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%90%D0%B2%D0%B0%D1%80%D0%B8%D1%8F%20%D0%9D%D0%BE%D0%B2%D0%BE%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F%D1%8F%20%28Remastered%202012%29
Дискотека Авария,Нано Техно,https://rus.hitmotop.com/search?q=%D0%94%D0%B8%D1%81%D0%BA%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%90%D0%B2%D0%B0%D1%80%D0%B8%D1%8F%20%D0%9D%D0%B0%D0%BD%D0%BE%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE
Дискотека Авария,Нано Техно (Extended Club Mix),https://rus.hitmotop.com/search?q=%D0%94%D0%B8%D1%81%D0%BA%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%90%D0%B2%D0%B0%D1%80%D0%B8%D1%8F%20%D0%9D%D0%B0%D0%BD%D0%BE%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE%20%28Extended%20Club%20Mix%29
Дискотека Авария,Опа!,https://rus.hitmotop.com/search?q=%D0%94%D0%B8%D1%81%D0%BA%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%90%D0%B2%D0%B0%D1%80%D0%B8%D1%8F%20%D0%9E%D0%BF%D0%B0%21
Дискотека Авария,Пей пиво!,https://rus.hitmotop.com/search?q=%D0%94%D0%B8%D1%81%D0%BA%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%90%D0%B2%D0%B0%D1%80%D0%B8%D1%8F%20%D0%9F%D0%B5%D0%B9%20%D0%BF%D0%B8%D0%B2%D0%BE%21
Дискотека Авария,"К.У.К.Л.А. (Из ""К.У.К.Л.А. братьев Запашных"")",https://rus.hitmotop.com/search?q=%D0%94%D0%B8%D1%81%D0%BA%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%90%D0%B2%D0%B0%D1%80%D0%B8%D1%8F%20%D0%9A.%D0%A3.%D0%9A.%D0%9B.%D0%90.%20%28%D0%98%D0%B7%20%22%D0%9A.%D0%A3.%D0%9A.%D0%9B.%D0%90.%20%D0%B1%D1%80%D0%B0%D1%82%D1%8C%D0%B5%D0%B2%20%D0%97%D0%B0%D0%BF%D0%B0%D1%88%D0%BD%D1%8B%D1%85%22%29
Дискотека Авария,Заколебал ты,https://rus.hitmotop.com/search?q=%D0%94%D0%B8%D1%81%D0%BA%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%90%D0%B2%D0%B0%D1%80%D0%B8%D1%8F%20%D0%97%D0%B0%D0%BA%D0%BE%D0%BB%D0%B5%D0%B1%D0%B0%D0%BB%20%D1%82%D1%8B
Дискотека Авария,Малинки,https://rus.hitmotop.com/search?q=%D0%94%D0%B8%D1%81%D0%BA%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%90%D0%B2%D0%B0%D1%80%D0%B8%D1%8F%20%D0%9C%D0%B0%D0%BB%D0%B8%D0%BD%D0%BA%D0%B8
Дискотека Авария,Если хочешь остаться,https://rus.hitmotop.com/search?q=%D0%94%D0%B8%D1%81%D0%BA%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%90%D0%B2%D0%B0%D1%80%D0%B8%D1%8F%20%D0%95%D1%81%D0%BB%D0%B8%20%D1%85%D0%BE%D1%87%D0%B5%D1%88%D1%8C%20%D0%BE%D1%81%D1%82%D0%B0%D1%82%D1%8C%D1%81%D1%8F
Дискотека Авария,Малинки-малинки,https://rus.hitmotop.com/search?q=%D0%94%D0%B8%D1%81%D0%BA%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%90%D0%B2%D0%B0%D1%80%D0%B8%D1%8F%20%D0%9C%D0%B0%D0%BB%D0%B8%D0%BD%D0%BA%D0%B8-%D0%BC%D0%B0%D0%BB%D0%B8%D0%BD%D0%BA%D0%B8
Дискотека Авария,Серенада,https://rus.hitmotop.com/search?q=%D0%94%D0%B8%D1%81%D0%BA%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%90%D0%B2%D0%B0%D1%80%D0%B8%D1%8F%20%D0%A1%D0%B5%D1%80%D0%B5%D0%BD%D0%B0%D0%B4%D0%B0
Дискотека Авария,Небо,https://rus.hitmotop.com/search?q=%D0%94%D0%B8%D1%81%D0%BA%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%90%D0%B2%D0%B0%D1%80%D0%B8%D1%8F%20%D0%9D%D0%B5%D0%B1%D0%BE
Дискотека Авария,"Чао, бамбина! (Дискотека Авария Remix)",https://rus.hitmotop.com/search?q=%D0%94%D0%B8%D1%81%D0%BA%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%90%D0%B2%D0%B0%D1%80%D0%B8%D1%8F%20%D0%A7%D0%B0%D0%BE%2C%20%D0%B1%D0%B0%D0%BC%D0%B1%D0%B8%D0%BD%D0%B0%21%20%28%D0%94%D0%B8%D1%81%D0%BA%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%90%D0%B2%D0%B0%D1%80%D0%B8%D1%8F%20Remix%29
Дискотека Авария,Малинки (feat. Жанна Фриске),https://rus.hitmotop.com/search?q=%D0%94%D0%B8%D1%81%D0%BA%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%90%D0%B2%D0%B0%D1%80%D0%B8%D1%8F%20%D0%9C%D0%B0%D0%BB%D0%B8%D0%BD%D0%BA%D0%B8%20%28feat.%20%D0%96%D0%B0%D0%BD%D0%BD%D0%B0%20%D0%A4%D1%80%D0%B8%D1%81%D0%BA%D0%B5%29
Дискотека Авария,Недетское время,https://rus.hitmotop.com/search?q=%D0%94%D0%B8%D1%81%D0%BA%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%90%D0%B2%D0%B0%D1%80%D0%B8%D1%8F%20%D0%9D%D0%B5%D0%B4%D0%B5%D1%82%D1%81%D0%BA%D0%BE%D0%B5%20%D0%B2%D1%80%D0%B5%D0%BC%D1%8F
Дискотека Авария,На острие атаки,https://rus.hitmotop.com/search?q=%D0%94%D0%B8%D1%81%D0%BA%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%90%D0%B2%D0%B0%D1%80%D0%B8%D1%8F%20%D0%9D%D0%B0%20%D0%BE%D1%81%D1%82%D1%80%D0%B8%D0%B5%20%D0%B0%D1%82%D0%B0%D0%BA%D0%B8
Дискотека Авария,Фантазёр,https://rus.hitmotop.com/search?q=%D0%94%D0%B8%D1%81%D0%BA%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%90%D0%B2%D0%B0%D1%80%D0%B8%D1%8F%20%D0%A4%D0%B0%D0%BD%D1%82%D0%B0%D0%B7%D1%91%D1%80
Дискотека Авария,Влечение,https://rus.hitmotop.com/search?q=%D0%94%D0%B8%D1%81%D0%BA%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%90%D0%B2%D0%B0%D1%80%D0%B8%D1%8F%20%D0%92%D0%BB%D0%B5%D1%87%D0%B5%D0%BD%D0%B8%D0%B5
Дискотека Авария,Девушка за рулём,https://rus.hitmotop.com/search?q=%D0%94%D0%B8%D1%81%D0%BA%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%90%D0%B2%D0%B0%D1%80%D0%B8%D1%8F%20%D0%94%D0%B5%D0%B2%D1%83%D1%88%D0%BA%D0%B0%20%D0%B7%D0%B0%20%D1%80%D1%83%D0%BB%D1%91%D0%BC
Дискотека Авария,Некуда деваться,https://rus.hitmotop.com/search?q=%D0%94%D0%B8%D1%81%D0%BA%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%90%D0%B2%D0%B0%D1%80%D0%B8%D1%8F%20%D0%9D%D0%B5%D0%BA%D1%83%D0%B4%D0%B0%20%D0%B4%D0%B5%D0%B2%D0%B0%D1%82%D1%8C%D1%81%D1%8F
Дискотека Авария,Дискотека Авария,https://rus.hitmotop.com/search?q=%D0%94%D0%B8%D1%81%D0%BA%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%90%D0%B2%D0%B0%D1%80%D0%B8%D1%8F%20%D0%94%D0%B8%D1%81%D0%BA%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%90%D0%B2%D0%B0%D1%80%D0%B8%D1%8F
Дискотека Авария,Планета любовь,https://rus.hitmotop.com/search?q=%D0%94%D0%B8%D1%81%D0%BA%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%90%D0%B2%D0%B0%D1%80%D0%B8%D1%8F%20%D0%9F%D0%BB%D0%B0%D0%BD%D0%B5%D1%82%D0%B0%20%D0%BB%D1%8E%D0%B1%D0%BE%D0%B2%D1%8C
Дискотека Авария,Х.Х.Х.И.Р.Н.Р.,https://rus.hitmotop.com/search?q=%D0%94%D0%B8%D1%81%D0%BA%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%90%D0%B2%D0%B0%D1%80%D0%B8%D1%8F%20%D0%A5.%D0%A5.%D0%A5.%D0%98.%D0%A0.%D0%9D.%D0%A0.
Дискотека Авария,Влечение (Авария против Жуков),https://rus.hitmotop.com/search?q=%D0%94%D0%B8%D1%81%D0%BA%D0%BE%D1%82%D0%B5%D0%BA%D0%B0%20%D0%90%D0%B2%D0%B0%D1%80%D0%B8%D1%8F%20%D0%92%D0%BB%D0%B5%D1%87%D0%B5%D0%BD%D0%B8%D0%B5%20%28%D0%90%D0%B2%D0%B0%D1%80%D0%B8%D1%8F%20%D0%BF%D1%80%D0%BE%D1%82%D0%B8%D0%B2%20%D0%96%D1%83%D0%BA%D0%BE%D0%B2%29
